survey_protocol,shoreline_site_id,survey_date,survey_id,transect_id,shoreline_site_name,beach_width_at_transect,transect_width,site_length,slope,substrate,back_barrier_type,num_people_searching_for_debris,debris_search_start_time,debris_search_end_time,debris_removal_transect,consistency_check,transect_photos,transect_notes,total_debris_items,total_plastic_items,total_metal_items,total_glass_items,total_rubber_items,total_processed-lumber_items,total_cloth-fabric_items,total_other_items,plastic:fragments-film,plastic:fragments-foamed,plastic:fragments-hard,plastic:bags,plastic:beverage-bottles,plastic:bottle-or-container-caps,plastic:cups,plastic:food-wrappers,plastic:other-jugs-or-containers,plastic:straws,plastic:utensils,plastic:6-pack-rings,plastic:cigar-tips,plastic:cigarettes,plastic:disposable-cigarette-lighters,plastic:buoys-and-floats,plastic:fishing-lures-and-line,plastic:rope-and-nets,plastic:balloons,plastic:personal-care-products,plastic:shotgun-shells-wads,plastic:other,metal:fragments,metal:aerosol-cans,metal:aluminum-tin-cans,metal:other,glass:fragments,glass:beverage-bottles,glass:jars,glass:other,rubber:fragments,rubber:balloons,rubber:flip-flops,rubber:gloves,rubber:tires,rubber:other,processed-lumber:cardboard-cartons,processed-lumber:building-material,processed-lumber:paper-and-cardboard,processed-lumber:bags,processed-lumber:other,cloth-fabric:fragments,cloth-fabric:clothing-and-shoes,cloth-fabric:face-masks,cloth-fabric:gloves,cloth-fabric:rope-and-nets,cloth-fabric:towels-rags,cloth-fabric:other,other:other,plastic:other-jugs-or-containers:bait containers/lids,plastic:rope-and-nets:yellow poly rope snippets,plastic:personal-care-products:combs or brushes,plastic:personal-care-products:syringes,plastic:personal-care-products:toothbrushes,plastic:other:crab buoy tag,plastic:other:fireworks,plastic:other:golf balls and tees,plastic:other:hagfish trap/cones,plastic:other:irrigation parts,plastic:other:light sticks,plastic:other:mesh bait bags,plastic:other:oyster spacers,plastic:other:oyster spacers & oyster bags,plastic:other:packing bands,plastic:other:pens & pen caps,plastic:other:plant pot or trays,plastic:other:ribbon,plastic:other:toys,plastic:other:zipties,metal:other:construction material,metal:other:metal bottle caps,metal:other:propane canisters,glass:other:light bulbs,rubber:other:lobster claw rubber bands,rubber:other:rubber straps,processed-lumber:paper-and-cardboard:fireworks,processed-lumber:other:creosote-treated lumber,cloth-fabric:other:carpet,other:other:asphalt,other:other:brick,other:other:ceramic,other:other:terracota,other:other:wax,drain_input,total_survey_duration,weather,trashcans,debris_removal_site,number_of_recreators,team_count,k12_group,first_timers,survey_photos,survey_notes,group,date_of_site_characterization,country,state_province_territory,city_county,site_back_barrier_left_lat,site_back_barrier_left_lon,site_back_barrier_right_lat,site_back_barrier_right_lon,site_waters_edge_left_lat,site_waters_edge_left_lon,site_waters_edge_right_lat,site_waters_edge_right_lon,direction_when_facing_water,access,nearest_river_stream_inlet,nearest_river_dist_km,reason_site_selection,site_photos,site_notes
MDMAP 2.0 Protocol,1396,2023-05-30,21056,90,Ocean Park ,25.0,5,114,shoulders and above,sand,dunes,2,09:00 AM,09:20 AM,all,false,"","",28,16,1,0,2,4,5,0,3,1,4,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,6300,Sunny,Present,all,11-50,2,false,0,"Debris A.jpg,100m Transect End Temple St.jpg,Debris Found Outside of 4 Transects in 100m.jpg,End of 100m Looking up to the dunes .jpg,Start of 100m Transect Weymouth St .jpg,Debris B.jpg,Debris C.jpg,Debris D.jpg",There were 11 debris smaller than 2.5 cm collected in the four transects. This survey was done after a busy Memorial weekend on a popular tourist beach. Municipal beach cleaning with rakes attached to a tractor was completed in the morning. Trashcans located on the beach at every boardwalk within in the 100m were recently emptied. ,Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-05-23,21052,0,Ocean Park ,56.0,5,114,knees to shoulders,sand,dunes,2,10:00 AM,10:20 AM,all,false,"","",6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,4800,Sunny,Present,all,11-50,2,false,2,"",Municipal beach cleaning with raking vehicles had occurred in the morning. Almost all debris was found near the back barrier where the raking does not occur. Five pieces of debris smaller than 2.5 cm were found.  ,Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-05-23,21052,10,Ocean Park ,56.0,5,114,knees to shoulders,sand,dunes,2,10:20 AM,10:40 AM,all,false,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,4800,Sunny,Present,all,11-50,2,false,2,"",Municipal beach cleaning with raking vehicles had occurred in the morning. Almost all debris was found near the back barrier where the raking does not occur. Five pieces of debris smaller than 2.5 cm were found.  ,Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-05-23,21052,35,Ocean Park ,57.0,5,114,knees to shoulders,sand,dunes,2,10:40 AM,11:00 AM,all,false,"","",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,4800,Sunny,Present,all,11-50,2,false,2,"",Municipal beach cleaning with raking vehicles had occurred in the morning. Almost all debris was found near the back barrier where the raking does not occur. Five pieces of debris smaller than 2.5 cm were found.  ,Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-05-23,21052,80,Ocean Park ,58.0,5,114,knees to shoulders,sand,dunes,2,11:00 AM,11:20 AM,all,false,"Trash A.jpg,Trash D.jpg,Trash B.jpg,Trash C.jpg",Most debris was found near the trashcan on the beach at Transect 80. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,4800,Sunny,Present,all,11-50,2,false,2,"",Municipal beach cleaning with raking vehicles had occurred in the morning. Almost all debris was found near the back barrier where the raking does not occur. Five pieces of debris smaller than 2.5 cm were found.  ,Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP Standing Stock Protocol,304,2016-09-12,5516,20,Ogunquit Beach,109,5,108,"",sand,dune,"",10:30 AM,10:46 AM,none,"","","",16,13,0,0,0,1,2,0,3,1,3,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,"",0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"",Sunny,"",none,"","","","","","

Total debris count: 16",NOAA MDP,2016-09-12,United States,Maine,York County,43.25168,-70.59319,43.25256,-70.5929,43.25151,-70.5924,43.25243,-70.59233,SE,Vehicular,Ogunquit River,0,"","5426.JPG,5410.JPG,5409.JPG,5408.JPG,5407.JPG,5425.JPG,5424.JPG,5423.JPG,5422.JPG,5427.JPG,5428.JPG,5421.JPG,5420.JPG,5419.JPG,5418.JPG,5417.JPG,5416.JPG,5415.JPG,5414.JPG,5413.JPG,5412.JPG,5411.JPG","Surveyed as part of NOAA FY16 economic tourism study. Parking $15/day (after Labor Day; $25 between Memorial Day and Labor Day). 100m transect overlapped with swim zone and sand volleyball court (no net - after Labor Day). No trash cans / recycling on shoreline, but large trash and recycling available at beach entrance. Surveyed at high tide (tide starting to go out) - estimated tidal distance, though this is likely an underestimate as we were at the site a couple hours before low tide. Beach raked at least one time after Labor Day (info from a guest staying at a hotel near the beach)."
MDMAP Standing Stock Protocol,304,2016-09-12,5516,35,Ogunquit Beach,98,5,108,"",sand,dune,"",10:10 AM,10:25 AM,none,"","","",14,10,0,2,0,1,0,1,1,1,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,"",3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",0,0,0,0,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"",Sunny,"",none,"","","","","","

Total debris count: 16",NOAA MDP,2016-09-12,United States,Maine,York County,43.25168,-70.59319,43.25256,-70.5929,43.25151,-70.5924,43.25243,-70.59233,SE,Vehicular,Ogunquit River,0,"","5426.JPG,5410.JPG,5409.JPG,5408.JPG,5407.JPG,5425.JPG,5424.JPG,5423.JPG,5422.JPG,5427.JPG,5428.JPG,5421.JPG,5420.JPG,5419.JPG,5418.JPG,5417.JPG,5416.JPG,5415.JPG,5414.JPG,5413.JPG,5412.JPG,5411.JPG","Surveyed as part of NOAA FY16 economic tourism study. Parking $15/day (after Labor Day; $25 between Memorial Day and Labor Day). 100m transect overlapped with swim zone and sand volleyball court (no net - after Labor Day). No trash cans / recycling on shoreline, but large trash and recycling available at beach entrance. Surveyed at high tide (tide starting to go out) - estimated tidal distance, though this is likely an underestimate as we were at the site a couple hours before low tide. Beach raked at least one time after Labor Day (info from a guest staying at a hotel near the beach)."
MDMAP Standing Stock Protocol,304,2016-09-12,5516,50,Ogunquit Beach,84,5,108,"",sand,dune,"",09:50 AM,10:06 AM,none,"","","",13,7,3,0,0,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,"",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"",0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"",Sunny,"",none,"","","","","","

Total debris count: 16",NOAA MDP,2016-09-12,United States,Maine,York County,43.25168,-70.59319,43.25256,-70.5929,43.25151,-70.5924,43.25243,-70.59233,SE,Vehicular,Ogunquit River,0,"","5426.JPG,5410.JPG,5409.JPG,5408.JPG,5407.JPG,5425.JPG,5424.JPG,5423.JPG,5422.JPG,5427.JPG,5428.JPG,5421.JPG,5420.JPG,5419.JPG,5418.JPG,5417.JPG,5416.JPG,5415.JPG,5414.JPG,5413.JPG,5412.JPG,5411.JPG","Surveyed as part of NOAA FY16 economic tourism study. Parking $15/day (after Labor Day; $25 between Memorial Day and Labor Day). 100m transect overlapped with swim zone and sand volleyball court (no net - after Labor Day). No trash cans / recycling on shoreline, but large trash and recycling available at beach entrance. Surveyed at high tide (tide starting to go out) - estimated tidal distance, though this is likely an underestimate as we were at the site a couple hours before low tide. Beach raked at least one time after Labor Day (info from a guest staying at a hotel near the beach)."
MDMAP Standing Stock Protocol,304,2016-09-12,5516,75,Ogunquit Beach,76,5,108,"",sand,dune,"",09:31 AM,09:44 AM,none,"","","",10,7,0,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,"",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"",0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"",Sunny,"",none,"","","","","","

Total debris count: 16",NOAA MDP,2016-09-12,United States,Maine,York County,43.25168,-70.59319,43.25256,-70.5929,43.25151,-70.5924,43.25243,-70.59233,SE,Vehicular,Ogunquit River,0,"","5426.JPG,5410.JPG,5409.JPG,5408.JPG,5407.JPG,5425.JPG,5424.JPG,5423.JPG,5422.JPG,5427.JPG,5428.JPG,5421.JPG,5420.JPG,5419.JPG,5418.JPG,5417.JPG,5416.JPG,5415.JPG,5414.JPG,5413.JPG,5412.JPG,5411.JPG","Surveyed as part of NOAA FY16 economic tourism study. Parking $15/day (after Labor Day; $25 between Memorial Day and Labor Day). 100m transect overlapped with swim zone and sand volleyball court (no net - after Labor Day). No trash cans / recycling on shoreline, but large trash and recycling available at beach entrance. Surveyed at high tide (tide starting to go out) - estimated tidal distance, though this is likely an underestimate as we were at the site a couple hours before low tide. Beach raked at least one time after Labor Day (info from a guest staying at a hotel near the beach)."
MDMAP Standing Stock Protocol,305,2016-09-12,5520,35,Old Orchard Beach,32,5,94,"",sand,vegetation,"",06:12 PM,06:30 PM,none,"","","",34,28,0,0,0,3,3,0,2,1,1,1,0,1,0,3,0,1,0,0,0,16,0,0,0,0,0,1,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,"",0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"",Sunny,"",none,"","","","","","

Total debris count: 34",NOAA MDP,2016-09-12,United States,Maine,York County,43.51862,-70.37023,43.51787,-70.37089,43.51845,-70.36981,43.5178,-70.37055,E,Day Hike,Branch Brook / Goosefare Brook,2,"","5435.JPG,5433.JPG,5432.JPG,5431.JPG,5430.JPG,5434.JPG,5429.JPG","Surveyed as part of NOAA FY16 economic tourism study. North of amusement pier. Surveyed at high tide. Street parking (free) - though we did see parking lots for beach access available for daily rate. Beach raking is conducted a couple times a week after Labor Day through the second week of October. 
Beach access approximately every block."
MDMAP Standing Stock Protocol,305,2016-09-12,5520,45,Old Orchard Beach,30,5,94,"",sand,vegetation,"",06:31 PM,06:50 PM,none,"","","------Large Item------
Material Type: Plastic
Item Type: Film Plastic
Count: 1
Status: Buried on surface
Width [m]: 0.01
Length [m]: 0.30
Photos: 
Description: 
Long piece of unidentifiable film.

",32,24,0,0,0,6,1,1,8,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,"",0,1,0,0,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"",Sunny,"",none,"","","","","","

Total debris count: 34",NOAA MDP,2016-09-12,United States,Maine,York County,43.51862,-70.37023,43.51787,-70.37089,43.51845,-70.36981,43.5178,-70.37055,E,Day Hike,Branch Brook / Goosefare Brook,2,"","5435.JPG,5433.JPG,5432.JPG,5431.JPG,5430.JPG,5434.JPG,5429.JPG","Surveyed as part of NOAA FY16 economic tourism study. North of amusement pier. Surveyed at high tide. Street parking (free) - though we did see parking lots for beach access available for daily rate. Beach raking is conducted a couple times a week after Labor Day through the second week of October. 
Beach access approximately every block."
MDMAP Standing Stock Protocol,305,2016-09-12,5520,50,Old Orchard Beach,30,5,94,"",sand,vegetation,"",06:31 PM,06:52 PM,none,"","","",39,29,1,0,1,6,1,1,2,0,0,0,0,2,0,1,0,1,0,0,0,21,0,0,0,0,0,0,"",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,0,"",0,0,0,0,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"",Sunny,"",none,"","","","","","

Total debris count: 34",NOAA MDP,2016-09-12,United States,Maine,York County,43.51862,-70.37023,43.51787,-70.37089,43.51845,-70.36981,43.5178,-70.37055,E,Day Hike,Branch Brook / Goosefare Brook,2,"","5435.JPG,5433.JPG,5432.JPG,5431.JPG,5430.JPG,5434.JPG,5429.JPG","Surveyed as part of NOAA FY16 economic tourism study. North of amusement pier. Surveyed at high tide. Street parking (free) - though we did see parking lots for beach access available for daily rate. Beach raking is conducted a couple times a week after Labor Day through the second week of October. 
Beach access approximately every block."
MDMAP Standing Stock Protocol,305,2016-09-12,5520,85,Old Orchard Beach,24,5,94,"",sand,vegetation,"",06:58 PM,07:15 PM,none,"","","------Large Item------
Material Type: Plastic
Item Type: Hard Plastic
Count: 1
Status: Partially buried
Width [m]: 0.01
Length [m]: 0.34
Photos: 
Description: 
From a kid's play bucket

",19,14,0,0,1,0,4,0,1,1,1,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,"",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"",0,1,0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"",Sunny,"",none,"","","","","","

Total debris count: 34",NOAA MDP,2016-09-12,United States,Maine,York County,43.51862,-70.37023,43.51787,-70.37089,43.51845,-70.36981,43.5178,-70.37055,E,Day Hike,Branch Brook / Goosefare Brook,2,"","5435.JPG,5433.JPG,5432.JPG,5431.JPG,5430.JPG,5434.JPG,5429.JPG","Surveyed as part of NOAA FY16 economic tourism study. North of amusement pier. Surveyed at high tide. Street parking (free) - though we did see parking lots for beach access available for daily rate. Beach raking is conducted a couple times a week after Labor Day through the second week of October. 
Beach access approximately every block."
MDMAP 2.0 Protocol,1404,2023-08-04,21162,20,Old Orchard Beach South of Pier ,90.0,5,108,knees to shoulders,sand,dunes,2,05:45 AM,06:15 AM,all,false,"","",16,12,0,0,0,4,0,0,3,0,3,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"","","","","","",0,"","","","","","","","","","","","","","","","","","","",3,"","","","","","","",false,7200,Mostly Cloudy,Present,all,0-10,2,false,0,"End of 100 m Transect Looking Towards Water .jpg,Debris Smaller Than 2.5 cm.jpg,Transect D Debris .jpg,Debris Outside of Four Transects .jpg,Begining of 100m Transect .jpg,Transect C Debris .jpg,Enf of 100m Transect Looking Inward .jpg,End of 100 m With Large Debris Near Trashcans .jpg,Transect A Debris .jpg,Transect B Debris .jpg","Total of 7 debris items smaller than 2.5cm collected and removed from four transects. The tide was low and the weekly fireworks display was the night before. The prior week we reached out to the town of OOB to tell them about the fireworks debris we picked up and today the beach cleaning vehicle raker was cleaning in the fireworks area and two municipal workers were actively cleaning in the same area. We only found 3 fireworks debris items compared to 4 lbs of fireworks debris from last week; the town was actively ensuring the area was clean of fireworks debris. ",Individual,2023-07-24,United States,Maine,Old Orchard Beach,43.5141666667,-70.3738888889,43.515,-70.3733333333,43.513888888889,-70.373333333,43.5147222222,-70.3727777778,SE,Vehicular,Goosefare Brook ,5,"""convenience/easy access,popular tourist/recreation area,no previous monitoring""","End of 100m Looking Inward.jpg,Beginning of 100m from Dunes to Water.jpg,Signs Going Onto Beach.jpg,rashcans With Big Items Within 100m.jpg,Middle of 100m Showing Close Amusement Park.jpg,Transect 10 Debris .jpg,Transect 45 Debris .jpg,Trashcans and Recyclable Bin.jpg,Debris Outside Four Transects Collected .jpg,Total 44 Debris Smaller Than 2.5cm.jpg,Transect 90 Debris .jpg,Transect 80 Debris .jpg,End of 100m Looking to Water and Pier.jpg,Beginning of 100m Looking Inward.jpg","This area of Old Orchard Beach is considered “downtown” and is a vacation destination with a popular tourist and residential beach. There is a pier and amusement park in this area and every Thursday during the summer there is municipal fireworks display at this location. The primary substrate is sand and the land back barrier is primarily dunes. A beach cleaning vehicle is used for raking the sand in the morning that starts in May and ends after Labor Day. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. Goosefare Brook is 5.13 km from this survey site and it is a tidal creek that empties into Saco Bay in the Gulf of Maine."
MDMAP 2.0 Protocol,1404,2023-08-04,21162,35,Old Orchard Beach South of Pier ,90.0,5,108,knees to shoulders,sand,dunes,2,06:15 AM,06:45 AM,all,false,"","",10,10,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",0,"","","","","","","","","","","","","","","","","","","",0,"","","","","","","",false,7200,Mostly Cloudy,Present,all,0-10,2,false,0,"End of 100 m Transect Looking Towards Water .jpg,Debris Smaller Than 2.5 cm.jpg,Transect D Debris .jpg,Debris Outside of Four Transects .jpg,Begining of 100m Transect .jpg,Transect C Debris .jpg,Enf of 100m Transect Looking Inward .jpg,End of 100 m With Large Debris Near Trashcans .jpg,Transect A Debris .jpg,Transect B Debris .jpg","Total of 7 debris items smaller than 2.5cm collected and removed from four transects. The tide was low and the weekly fireworks display was the night before. The prior week we reached out to the town of OOB to tell them about the fireworks debris we picked up and today the beach cleaning vehicle raker was cleaning in the fireworks area and two municipal workers were actively cleaning in the same area. We only found 3 fireworks debris items compared to 4 lbs of fireworks debris from last week; the town was actively ensuring the area was clean of fireworks debris. ",Individual,2023-07-24,United States,Maine,Old Orchard Beach,43.5141666667,-70.3738888889,43.515,-70.3733333333,43.513888888889,-70.373333333,43.5147222222,-70.3727777778,SE,Vehicular,Goosefare Brook ,5,"""convenience/easy access,popular tourist/recreation area,no previous monitoring""","End of 100m Looking Inward.jpg,Beginning of 100m from Dunes to Water.jpg,Signs Going Onto Beach.jpg,rashcans With Big Items Within 100m.jpg,Middle of 100m Showing Close Amusement Park.jpg,Transect 10 Debris .jpg,Transect 45 Debris .jpg,Trashcans and Recyclable Bin.jpg,Debris Outside Four Transects Collected .jpg,Total 44 Debris Smaller Than 2.5cm.jpg,Transect 90 Debris .jpg,Transect 80 Debris .jpg,End of 100m Looking to Water and Pier.jpg,Beginning of 100m Looking Inward.jpg","This area of Old Orchard Beach is considered “downtown” and is a vacation destination with a popular tourist and residential beach. There is a pier and amusement park in this area and every Thursday during the summer there is municipal fireworks display at this location. The primary substrate is sand and the land back barrier is primarily dunes. A beach cleaning vehicle is used for raking the sand in the morning that starts in May and ends after Labor Day. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. Goosefare Brook is 5.13 km from this survey site and it is a tidal creek that empties into Saco Bay in the Gulf of Maine."
